Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
World,WLD,GINI index (World Bank estimate),SI.POV.GINI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
World,WLD,Population growth (annual %),SP.POP.GROW,..,1.35330781129429,1.7216627253777,2.07418015893172,2.04820461697193,2.04633657394918,2.09837589521756,2.04366367403948,2.02514702830787,2.10332250325827,2.07926611210311,2.09708124124106,2.03911295326769,1.97403285349714,1.95154969453695,1.87340633005446,1.7902885710872,1.75293473805563,1.75303258111757,1.7626210398022,1.74688208308594,1.75634885864417,1.79258285227036,1.77351230656816,1.73658430041212,1.74527555979165,1.77355212717964,1.78714390868721,1.77276298151989,1.74138083335946,1.73027846271081,1.64781760757242,1.5551117547609,1.54544847424671,1.50585189500374,1.50770344103832,1.45150131455284,1.43548505645188,1.40132369153628,1.36800011719342,1.33373874387837,1.30373778190443,1.27929205463073,1.26477734756733,1.25712114584047,1.24688231795362,1.23952713515654,1.2286167327501,1.2340884939487,1.22165870404839,1.2080501342671,1.20116502112077,1.16829667358662,1.22259221854588,1.17485121049687,..
World,WLD,"Adult literacy rate, population 15+ years, both sexes (%)",SE.ADT.LITR.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.82847,..,..,..,..,..,..,..,..,..,81.90684,..,..,..,..,..,..,..,..,..,85.20098,..,..,..,..,..
World,WLD,Population density (people per sq. km of land area),EN.POP.DNST,..,23.6943479430973,24.1022884127811,24.6022114018158,25.106115031625,25.6198726192754,26.1574758655751,26.6920487539345,27.2326040837565,27.8053935736734,28.3835438859303,28.978772092554,29.5697047651034,30.1534367105878,30.7420073093144,31.3180530524203,31.8787881444691,32.4376349783731,33.0062772880879,33.5880606378303,34.1748755279026,34.7750841344925,35.3985163176537,36.0263244612757,36.6523723484745,37.2920859714714,37.9534513196968,38.6317608955406,39.3166134803901,40.0015705052261,40.6937090644241,41.3636585854217,42.0068255717357,42.6904527090933,43.337230989069,43.9916250762391,44.630315842192,45.2467879045451,45.8900383205957,46.5153826224501,47.1307239579392,47.7455977707295,48.3572202776835,48.9689844731479,49.5851308352537,50.2034240963003,50.8273107709721,51.4518510263946,52.0932444454073,52.7303116391643,53.3663925770026,54.0073409998763,54.6395202990571,55.3075275679663,55.9573087250944,..
World,WLD,Rural population (% of total population),SP.RUR.TOTL.ZS,66.4424230226772,65.9268159967954,65.4822549863498,65.0919602126328,64.6964188562351,64.4729292495157,64.2743075080224,64.0648130413238,63.8664769556467,63.6612956071493,63.4720861600799,63.2878879845384,63.078965401,62.8492278240197,62.5763256053132,62.3481997512079,62.1034064483241,61.850802774298,61.5210922521691,61.1239462805047,60.7211796606986,60.3023520919573,59.9236822577967,59.5789393692525,59.2242255725226,58.867396959356,58.5065597083675,58.1551868635763,57.7850031294738,57.4341482376123,57.0741845249823,56.7138641666358,56.3749937741441,56.0179022933605,55.6656658954896,55.2972971087632,54.9431057004467,54.5842638672342,54.2194618800195,53.8481497008837,53.4657263605423,53.0176125643964,52.5223903257491,52.0243021587287,51.5207275711067,51.013999349175,50.5141282465461,50.0162625102486,49.5123112201568,49.0141183846097,48.5199737543423,48.0315917571071,47.5520675655924,47.0748138373765,46.6149135016577,..
World,WLD,Rural population growth (annual %),SP.RUR.TOTL.ZG,..,0.557849293683816,1.02811483767719,1.45996841027072,1.42274947257349,1.68915264515937,1.77995217809782,1.70737374393507,1.7061196365985,1.77313059576471,1.77436902935379,1.80017223850383,1.70200613401623,1.60287041327595,1.50921962926101,1.50193921558453,1.38945914778017,1.33782073464836,1.20997512774122,1.10478469118689,1.07560676305458,1.05396019124584,1.15321221147427,1.18844329073822,1.1317073835972,1.13347575750893,1.15197890722199,1.17848165992423,1.12717099950441,1.12598193751548,1.09470358896661,1.00826279143993,0.949426771981933,0.904525299415781,0.870941281299082,0.837287154486035,0.804063999053923,0.775038400465107,0.727906835863308,0.679779813843368,0.617478065019725,0.457194834830602,0.336241519548736,0.307703562881898,0.280433123572095,0.254467169734028,0.250490178310784,0.233826874250724,0.217202939465366,0.206214222255568,0.190989921584034,0.185987862868146,0.161053741675431,0.209643077532547,0.189778048849547,..
World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,33.5575769773229,34.0731840032046,34.5177450136501,34.9080397873672,35.3035811437649,35.5270707504843,35.7256924919776,35.9351869586762,36.1335230443533,36.3387043928507,36.5279138399201,36.7121120154616,36.921034599,37.1507721759803,37.4236743946868,37.6518002487921,37.8965935516759,38.149197225702,38.4789077478309,38.8760537194952,39.2788203393014,39.6976479080427,40.0763177422033,40.4210606307475,40.7757744274773,41.132603040644,41.4934402916326,41.8448131364237,42.2149968705262,42.5658517623877,42.9258154750177,43.2861358333641,43.6250062258559,43.9820977066395,44.3343341045104,44.7027028912368,45.0568942995533,45.4157361327658,45.7805381199805,46.1518502991163,46.5342736394577,46.9823874356036,47.4776096742509,47.9756978412713,48.4792724288933,48.986000650825,49.4858717534539,49.9837374897514,50.4876887798432,50.9858816153903,51.4800262456577,51.9684082428929,52.4479324344076,52.9251861626235,53.3850864983423,..
World,WLD,Urban population growth (annual %),SP.URB.GROW,..,2.90144090648383,3.04108552171056,3.22242184102105,3.19907127410559,2.68762460283121,2.66525521405421,2.63832058545366,2.58505251143937,2.68092021448409,2.60925748224454,2.61129973791184,2.61953630368667,2.60879373174664,2.70083049561998,2.49432038951932,2.45088800528789,2.42992990487829,2.63180182577013,2.81199765431333,2.80016396144822,2.84084109419163,2.76340290469533,2.64942772098786,2.63021328411229,2.63688528492784,2.66866263269286,2.65177273750558,2.67537580540412,2.58934838158646,2.59261628447113,2.50325111780396,2.35127848769608,2.37896772606148,2.32217335122533,2.3524520586646,2.25774548538303,2.24541017105241,2.2201700442034,2.19623598980463,2.17686238147195,2.28183069932959,2.34986628525363,2.33046812014584,2.32347227506959,2.30862298098091,2.27565188245487,2.25002951572621,2.25794826663453,2.22358389304449,2.19229006650914,2.16478340732387,2.10462514710565,2.14669777692957,2.05744703540931,..
World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75.6484665241823,..,..,..,..,..,..,..,..,..,79.3133733761339,..,..,..,..,..,..,..,..,..,83.0776853159904,..,84.5825278444647,..,..,..
World,WLD,"Access to electricity, rural (% of rural population)",EG.ELC.ACCS.RU.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60.7662196617423,..,..,..,..,..,..,..,..,..,64.1187743708379,..,..,..,..,..,..,..,..,..,70.0991273787701,..,71.6586022606486,..,..,..
